날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2026-06-15,16:31,지출,식비,한식,진선미꽃2호점,-7000,KRW,Air One (에어원) 스카이패스,
2026-06-15,16:24,지출,뷰티/미용,헤어샵,하르르,-9000,KRW,Air One (에어원) 스카이패스,
2026-06-15,15:20,지출,카페/간식,커피/음료,메가엠지씨커피 부평북부역점,-2900,KRW,Air One (에어원) 스카이패스,
2026-06-15,14:47,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-15,07:08,지출,주거/통신,인터넷,LGU+84273357,-8800,KRW,신한 주거래 우대통장(S-lite),
2026-06-15,07:06,지출,주거/통신,인터넷,LGU+77651357,-8800,KRW,신한 주거래 우대통장(S-lite),
2026-06-14,12:56,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-18090,KRW,Air One (에어원) 스카이패스,
2026-06-14,03:56,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-14,03:56,지출,자동차,통행료,서울터널,-5400,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-14,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3900,KRW,Air One (에어원) 스카이패스,
2026-06-14,00:00,지출,온라인쇼핑,인터넷쇼핑,네이버페이,19500,KRW,Air One (에어원) 스카이패스,
2026-06-13,17:47,지출,패션/쇼핑,백화점,NC경산점 숲,19500,KRW,네이버페이 간편결제,
2026-06-13,11:49,지출,생활,편의점,지에스GS25 부개SK뷰,-3700,KRW,Air One (에어원) 스카이패스,
2026-06-13,11:38,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-6680,KRW,Air One (에어원) 스카이패스,
2026-06-11,20:32,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-38680,KRW,Air One (에어원) 스카이패스,
2026-06-11,18:48,지출,뷰티/미용,헤어샵,하르르헤어,-2146,KRW,네이버페이 간편결제(포인트),
2026-06-11,18:48,지출,뷰티/미용,헤어샵,하르르헤어,-6854,KRW,네이버페이 간편결제,
2026-06-11,08:58,지출,주거/통신,인터넷,KT유선상품자동납부,-36300,KRW,KT DC Plus KB국민카드,
2026-06-11,04:44,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-11,04:44,지출,자동차,통행료,서울터널,-5400,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-11,04:03,이체,현금,미분류,AYE CHAN TUN,450000,KRW,저축예금,
2026-06-10,18:28,지출,금융,이자/대출,한국장학재단,-60136,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:38,지출,금융,증권/투자,0713929788729,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:37,지출,금융,증권/투자,0713929788727,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:36,지출,금융,증권/투자,0713929788725,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:35,지출,금융,증권/투자,0713929788723,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:34,지출,금융,증권/투자,0713929788721,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,11:33,지출,뷰티/미용,헤어샵,0713929788719,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,08:51,이체,현금,미분류,004.안연심,-450000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,07:08,지출,경조/선물,회비,국민의힘당비,-1000,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,07:01,지출,온라인쇼핑,인터넷쇼핑,인천가스2606,-41310,KRW,신한 주거래 우대통장(S-lite),
2026-06-10,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1550,KRW,Air One (에어원) 스카이패스,
2026-06-09,12:12,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,12:11,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,12:10,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,12:09,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,12:08,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,12:07,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-09,08:25,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-26900,KRW,Air One (에어원) 스카이패스,
2026-06-09,07:43,지출,문화/여가,도서,예스24,-19800,KRW,네이버페이 간편결제,
2026-06-08,18:25,지출,금융,이자/대출,한국장학재단,-59671,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,18:25,지출,금융,이자/대출,한국장학재단,-68975,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,15:31,지출,카페/간식,커피/음료,(주)에스씨케이 컴퍼니,-30000,KRW,Air One (에어원) 스카이패스,
2026-06-08,12:45,지출,뷰티/미용,헤어샵,0713929793752,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,12:44,지출,뷰티/미용,헤어샵,0713929793750,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,12:43,지출,식비,피자,0713929793748,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,12:42,지출,식비,피자,0713929793746,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,12:41,지출,식비,피자,0713929793744,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,12:40,지출,식비,피자,0713929793742,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-08,07:07,지출,식비,양식,SOUP,-128,KRW,네이버페이 간편결제(포인트),
2026-06-08,07:07,지출,식비,양식,SOUP,-207462,KRW,네이버페이 간편결제,
2026-06-08,06:47,이체,이체,미분류,카카오페이,-51000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,15:25,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-39280,KRW,Air One (에어원) 스카이패스,
2026-06-07,13:48,지출,금융,증권/투자,0713929793632,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,13:46,지출,뷰티/미용,헤어샵,0713929793630,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,13:45,지출,금융,증권/투자,0713929793628,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,13:44,지출,금융,증권/투자,0713929793626,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,13:43,지출,금융,증권/투자,0713929793624,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,13:42,지출,금융,증권/투자,0713929793622,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-07,07:07,수입,용돈,미분류,(260308~260606),0,KRW,저축예금,
2026-06-07,04:12,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-07,04:12,지출,자동차,통행료,서울터널,-5400,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-06,20:55,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,20:54,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,20:53,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,20:52,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,20:51,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,20:50,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,12:31,이체,이체,미분류,김난향,-20000,KRW,신한 주거래 우대통장(S-lite),
2026-06-06,04:18,지출,자동차,통행료,한국도로공사,-2400,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-06,04:18,지출,자동차,통행료,서울터널,-2700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-06,01:51,지출,금융,이자/대출,한도대출이자,-69667,KRW,저축예금,
2026-06-05,19:05,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-57180,KRW,Air One (에어원) 스카이패스,
2026-06-05,15:11,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-30000,KRW,카카오페이 간편결제,
2026-06-05,14:19,이체,미분류,미분류,입금 내역,340000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:15,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:14,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:13,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:12,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:11,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,14:10,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-05,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1950,KRW,Air One (에어원) 스카이패스,
2026-06-04,11:56,지출,금융,증권/투자,0713929792920,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,11:55,지출,뷰티/미용,헤어샵,0713929779171,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,11:54,지출,뷰티/미용,헤어샵,0713929779169,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,11:53,지출,뷰티/미용,헤어샵,0713929779167,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,11:52,지출,뷰티/미용,헤어샵,0713929779165,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,11:50,지출,뷰티/미용,헤어샵,0713929779163,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-04,08:46,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-4700,KRW,카카오페이 간편결제,
2026-06-04,04:13,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-04,04:13,지출,자동차,통행료,서울터널,-2700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-06-03,18:32,지출,뷰티/미용,헤어샵,0713929779090,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-03,18:31,지출,뷰티/미용,헤어샵,0713929779088,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-03,18:30,지출,뷰티/미용,헤어샵,0713929779086,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-03,18:29,지출,뷰티/미용,헤어샵,0713929779084,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-03,18:28,지출,금융,증권/투자,0713929779082,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-03,18:27,지출,뷰티/미용,헤어샵,0713929779080,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-06-02,11:56,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2026-06-02,08:48,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-120800,KRW,카카오페이 간편결제,
2026-06-01,20:06,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,Air One (에어원) 스카이패스,
2026-06-01,08:49,이체,현금,미분류,004.송영애,-870000,KRW,신한 주거래 우대통장(S-lite),
2026-06-01,05:07,지출,주거/통신,휴대폰,자동결제2_다날1,-3483,KRW,Air One (에어원) 스카이패스,
2026-06-01,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1550,KRW,Air One (에어원) 스카이패스,
2026-05-31,15:40,지출,온라인쇼핑,결제/충전,다우데이타-홀빅,-5500,KRW,Air One (에어원) 스카이패스,
2026-05-30,11:55,지출,생활,생필품,빵꾸똥꾸문구야 인천부개점,-6000,KRW,Air One (에어원) 스카이패스,
2026-05-29,11:43,지출,온라인쇼핑,결제/충전,NICEPAY_결제대행2_1,-691000,KRW,Air One (에어원) 스카이패스,
2026-05-28,19:41,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-10300,KRW,Air One (에어원) 스카이패스,
2026-05-27,18:24,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-3100,KRW,Air One (에어원) 스카이패스,
2026-05-27,18:24,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-20390,KRW,Air One (에어원) 스카이패스,
2026-05-27,06:00,지출,여행/숙박,항공권,311234455656,-47408,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,19:52,지출,교육/학습,학습교재,(주)웅진씽크빅,-99000,KRW,Air One (에어원) 스카이패스,
2026-05-26,19:17,지출,금융,보험,NH손보107회,-43470,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,18:54,지출,금융,카드,현대카드(주),-1483051,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,18:54,지출,금융,카드,현대카드(주),-16900,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,18:50,이체,카드대금,미분류,KB카드출금,-591300,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,18:34,지출,금융,이자/대출,한국장학재단,-58579,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,18:06,이체,카드대금,미분류,신한카드,-2057980,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,15:23,지출,주거/통신,관리비,KB아파트관리비,-272950,KRW,KT DC Plus KB국민카드,
2026-05-26,06:09,지출,금융,증권/투자,311243546349,-77260,KRW,신한 주거래 우대통장(S-lite),
2026-05-26,04:38,지출,자동차,통행료,한국도로공사,-3300,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-05-26,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1550,KRW,Air One (에어원) 스카이패스,
2026-05-25,19:53,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-1990,KRW,Air One (에어원) 스카이패스,
2026-05-25,19:53,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-47130,KRW,Air One (에어원) 스카이패스,
2026-05-25,11:43,지출,생활,마트,신세계마트,-2370,KRW,Air One (에어원) 스카이패스,
2026-05-25,10:24,지출,카페/간식,커피/음료,메가엠지씨 커피 인천 부개점,-2900,KRW,Air One (에어원) 스카이패스,
2026-05-25,01:21,지출,온라인쇼핑,서비스구독,Netflix.com,-17000,KRW,Air One (에어원) 스카이패스,
2026-05-24,20:16,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-05-24,15:59,지출,패션/쇼핑,아울렛/몰,현대아울렛 김포점,-11500,KRW,Air One (에어원) 스카이패스,
2026-05-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2026-05-23,03:44,수입,금융수입,미분류,이자,1,KRW,MY 입출금통장,
2026-05-22,18:55,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-20650,KRW,Air One (에어원) 스카이패스,
2026-05-20,07:10,지출,금융,보험,KB손022 05,-13000,KRW,신한 주거래 우대통장(S-lite),
2026-05-20,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-05-20,00:00,지출,교통,대중교통,모바일_삼성페이_후불버스,-100,KRW,Air One (에어원) 스카이패스,
2026-05-19,18:48,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-60400,KRW,Air One (에어원) 스카이패스,
2026-05-19,18:32,지출,뷰티/미용,헤어샵,살롱5,-15000,KRW,Air One (에어원) 스카이패스,
2026-05-19,07:49,지출,자동차,통행료,서울터널,-2700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-05-19,07:49,지출,자동차,통행료,한국도로공사,-900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-05-18,17:01,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-39900,KRW,카카오페이 간편결제,
2026-05-18,13:56,수입,급여,미분류,육아급여고용부,2500000,KRW,신한 주거래 우대통장(S-lite),
2026-05-18,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1550,KRW,Air One (에어원) 스카이패스,
2026-05-17,18:42,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-46880,KRW,Air One (에어원) 스카이패스,
2026-05-17,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1950,KRW,Air One (에어원) 스카이패스,
2026-05-16,20:51,지출,교육/학습,학교,와플대학 부평굴다리캠퍼스,-8600,KRW,Air One (에어원) 스카이패스,
2026-05-16,16:19,이체,저축,미분류,THIDA TUN,6000000,KRW,신한 주거래 우대통장(S-lite),
2026-05-16,12:18,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-10970,KRW,Air One (에어원) 스카이패스,
2026-05-16,09:19,이체,저축,미분류,예금결산이자,0,KRW,우리 SUPER주거래 통장,
2026-05-15,07:06,지출,주거/통신,인터넷,LGU+84273357,-8800,KRW,신한 주거래 우대통장(S-lite),
2026-05-15,07:05,지출,주거/통신,인터넷,LGU+77651357,-8800,KRW,신한 주거래 우대통장(S-lite),
